domain	alnlen	evalue	bits
d1n10a2.pdb	133	4.157e-32	1198.0
d1wdds_.pdb	122	7.61e-26	1005.0
d2eyqa1.pdb	80	9.288e-16	703.0
d3ge3a_.pdb	491	3.965e-76	4069.0
d1i42a_.pdb	89	2.842e-20	783.0
d1ouva_.pdb	265	4.49e-37	2026.0
d2gj8a_.pdb	161	2.175e-36	1354.0
d1njra_.pdb	249	2.186e-52	2110.0
d2dpma_.pdb	258	1.364e-57	2202.0
d1r5la2.pdb	185	3.67e-41	1516.0
d2gfqa1.pdb	274	1.99e-57	2464.0
d1tx9a1.pdb	138	7.704e-26	1100.0
d2c5lc1.pdb	97	2.085e-21	829.0
d2vqei1.pdb	127	1.337e-28	1076.0
d1h9ra1.pdb	77	2.158e-14	621.0
d1okkd1.pdb	58	9.158e-09	355.0
d1pd0a4.pdb	155	5.899e-34	1259.0
d1wita_.pdb	93	4.152e-20	885.0
d2jxca1.pdb	95	6.695e-18	699.0
d2p0wa_.pdb	319	1.985e-69	2817.0
d2a8na1.pdb	130	4.227e-31	1124.0
d2iuba2.pdb	50	2.776e-06	248.0
d2ji7a2.pdb	188	2.356e-44	1680.0
d1nt2a_.pdb	209	9.87e-50	1855.0
d1gnya_.pdb	153	3.809e-30	1363.0
d1xwdc1.pdb	242	2.853e-44	2137.0
d2d69a1.pdb	291	6.626e-62	2492.0
d2bh1x1.pdb	68	4.114e-14	529.0
d2hkja1.pdb	78	1.639e-14	582.0
d2ogfa_.pdb	121	1.28e-25	969.0
d1f2qa2.pdb	89	7.09e-18	819.0
d1lnga_.pdb	87	5.808e-18	684.0
d1pixa3.pdb	299	3.357e-68	2595.0
d1c4xa_.pdb	281	2.111e-63	2499.0
d1rvka2.pdb	126	2.206e-26	1059.0
d2asba3.pdb	67	2.578e-15	555.0
d2cvba1.pdb	187	1.575e-44	1646.0
d1elua_.pdb	381	1.311e-88	3368.0
d1epfa2.pdb	92	6.455e-18	821.0
d1lgha_.pdb	56	1.057e-09	313.0
d1lmja1.pdb	44	2.292e-09	355.0
d1lnsa3.pdb	405	1.944e-94	3649.0
d3o0da_.pdb	301	3.572e-73	2750.0
d1xiwa_.pdb	91	9.305e-19	793.0
d1rhya1.pdb	86	2.13e-18	697.0
d1wcv1_.pdb	243	3.347e-52	2080.0
d1r2qa_.pdb	170	7.161e-38	1448.0
d3ctda1.pdb	150	2.759e-24	1109.0
d1ekza_.pdb	76	9.361e-15	583.0
d1jnia_.pdb	62	4.049e-13	481.0
d1jnrb_.pdb	149	5.937e-32	1256.0
d1sqra_.pdb	87	2.575e-17	781.0
d2chua1.pdb	283	4.758e-62	2443.0
d1unqa_.pdb	117	1.999e-22	996.0
d2nrla_.pdb	145	3.744e-20	1018.0
d3o0gd_.pdb	149	1.04e-23	1156.0
d1l3wa5.pdb	107	3.352e-22	980.0
d1um1a_.pdb	110	1.828e-23	898.0
d1z8oa_.pdb	402	6.715e-69	3482.0
d1pdaa1.pdb	208	5.187e-49	1796.0
d2jfga2.pdb	140	1.042e-32	1214.0
d1k3ya1.pdb	142	1.05e-21	1017.0
d1tqyb1.pdb	208	7.067e-49	1756.0
d2izpa1.pdb	267	3.912e-44	2078.0
d1zaka2.pdb	31	1.675e-06	246.0
d1zavu1.pdb	30	0.00189	128.0
d1zbdb_.pdb	124	1.867e-24	894.0
d2g7ba_.pdb	137	4.46e-24	1167.0
d1g12a_.pdb	167	1e-31	1393.0
d1n4wa1.pdb	366	4.027e-86	3278.0
d3czza_.pdb	101	1.505e-19	895.0
d1e8pa_.pdb	46	1.236e-10	385.0
d1eaza_.pdb	103	2.468e-20	893.0
d1qvra1.pdb	145	1.024e-25	1108.0
d1yb2a1.pdb	230	3.187e-48	2026.0
d1ja9a_.pdb	259	2.17e-57	2265.0
d3loga_.pdb	435	1.054e-94	3921.0
d1b25a2.pdb	210	6.801e-51	1945.0
d1vmja_.pdb	139	2.581e-32	1233.0
d2hbaa1.pdb	52	3.529e-09	361.0
d2i15a1.pdb	122	1.375e-22	854.0
d2r40d1.pdb	233	5.76e-35	1773.0
d1p4ea2.pdb	275	1.708e-50	2298.0
d3f5oa_.pdb	138	9.899e-31	1181.0
d1h4ra2.pdb	99	2.078e-18	821.0
d1s9ra_.pdb	409	6.32e-90	3616.0
d1efva1.pdb	188	9.567e-40	1579.0
d1up7a2.pdb	250	4.706e-52	1982.0
d2o1qa1.pdb	144	2.109e-29	1329.0
d1ispa_.pdb	179	1.104e-42	1581.0
d1zupa1.pdb	291	6.771e-62	2501.0
d1p16a1.pdb	145	5.749e-27	1159.0
d1ybfa_.pdb	240	6.483e-55	2099.0
d1ng6a_.pdb	148	3.261e-22	992.0
d1xn5a_.pdb	138	3.411e-31	1263.0
d2z6oa_.pdb	166	7.91e-39	1428.0
d1k4ta1.pdb	72	8.073e-09	357.0
d1n13.1.pdb	46	1.136e-08	323.0
d1n1ja_.pdb	87	2.677e-15	563.0
d1n4ka1.pdb	150	9.501e-22	1086.0
d1wola_.pdb	122	4.012e-19	929.0
d2obba1.pdb	119	2.598e-26	970.0
d1fi4a1.pdb	188	1.754e-42	1653.0
d1uxza_.pdb	131	1.986e-31	1258.0
d2yx6a_.pdb	110	1.857e-26	968.0
d1gpma2.pdb	205	4.422e-50	1896.0
d2akja1.pdb	85	1.325e-18	705.0
d2id1a1.pdb	120	1.269e-25	989.0
d1c9oa_.pdb	66	3.081e-14	576.0
d1ibya_.pdb	112	2.007e-24	1067.0
d1sg1x2.pdb	39	1.247e-07	311.0
d1smyd_.pdb	1392	0.0	12078.0
d1z8ga1.pdb	255	5.971e-60	2456.0
d1gdha2.pdb	129	3.852e-29	1091.0
d3up9a_.pdb	239	3.824e-56	2102.0
d1zswa2.pdb	170	2.605e-38	1423.0
d3n2ta_.pdb	327	1.85e-70	2819.0
d2pnta_.pdb	90	1.695e-17	761.0
d5csma_.pdb	250	5.063e-40	1941.0
d1t61a1.pdb	109	2.139e-22	963.0
d1z3xa2.pdb	148	7.63e-26	1191.0
d2gtia2.pdb	153	1.222e-32	1297.0
d1dkza1.pdb	97	4.676e-13	577.0
d1fzcb1.pdb	259	5.459e-61	2454.0
d3boma_.pdb	142	2.081e-20	1014.0
d1hh2p4.pdb	126	1.449e-26	975.0
d1q4ga1.pdb	511	0.0	4430.0
d3c2wa2.pdb	173	2.318e-36	1415.0
d1h6wa1.pdb	82	1.63e-12	459.0
d1ic8a2.pdb	94	2.366e-14	626.0
d1ml4a2.pdb	157	3.247e-35	1304.0
d2ej5a_.pdb	250	9.256e-56	2114.0
d1kzfa_.pdb	198	7.677e-46	1773.0
d2f9zc1.pdb	152	2.216e-35	1398.0
d1tnsa_.pdb	76	3.372e-16	616.0
d1wdka2.pdb	95	8.476e-17	705.0
d1xoda1.pdb	105	1.174e-20	908.0
d3cf1a3.pdb	269	1.324e-57	2192.0
d1wfka_.pdb	88	3.693e-18	683.0
d1wu7a1.pdb	97	3.78e-20	743.0
d2p0ta1.pdb	148	1.525e-21	950.0
d3s3ta_.pdb	145	5.219e-32	1181.0
d1ppje2.pdb	69	6.006e-10	357.0
d1ppjf_.pdb	99	4.148e-17	645.0
d1sr8a_.pdb	282	5.956e-71	2539.0
d1fxoa_.pdb	292	5.563e-68	2596.0
d3m1ta_.pdb	269	1.243e-35	1993.0
d1weka_.pdb	208	6.621e-43	1675.0
d1dl5a1.pdb	213	1.965e-48	1888.0
d1z1ba1.pdb	49	4.515e-10	387.0
d2evra2.pdb	148	3.208e-34	1273.0
d3c07a2.pdb	146	8.747e-24	1040.0
d1h6va3.pdb	133	6.134e-29	1116.0
d1qy9a2.pdb	168	9.203e-38	1451.0
d2ha9a1.pdb	413	4.032e-82	3491.0
d3b8oa1.pdb	221	1.045e-42	1615.0
d1m4ua_.pdb	199	2.643e-41	1648.0
d2bi7a2.pdb	69	7.857e-13	603.0
d2fzfa1.pdb	158	3.634e-23	1116.0
d1edqa3.pdb	73	5.078e-15	630.0
d1k0ia1.pdb	292	2.832e-62	2568.0
d1d5va_.pdb	94	3.849e-19	737.0
d1iz5a1.pdb	119	1.943e-21	995.0
d1wfja_.pdb	136	7.954e-28	1252.0
d1zc0a_.pdb	286	6.856e-66	2589.0
d1ka9h_.pdb	195	1.312e-46	1744.0
d1x9na1.pdb	264	6.474e-41	2127.0
d1ia9a_.pdb	276	5.688e-60	2435.0
d2grrb_.pdb	157	3.706e-24	1217.0
d1g7sa2.pdb	125	1.421e-26	1121.0
d1s2xa_.pdb	180	2.419e-25	1260.0
d2bu1a_.pdb	129	1.312e-23	1046.0
d3r9za_.pdb	154	1.803e-30	1314.0
d1xqua_.pdb	113	2.106e-22	906.0
d1xg5a_.pdb	254	3.54e-56	2167.0
d1pjaa_.pdb	268	4.634e-66	2433.0
d3p1fa_.pdb	119	2.719e-22	925.0
d1imja_.pdb	208	1.389e-49	1877.0
d2j8ba_.pdb	78	6.418e-17	680.0
d3btaa2.pdb	217	1.153e-43	1978.0
d1ryp1_.pdb	222	1.434e-49	1946.0
d3cx5a1.pdb	213	7.267e-46	1781.0
d1pdkb_.pdb	149	1.591e-31	1358.0
d2au5a1.pdb	128	6.296e-19	865.0
d1rutx4.pdb	33	4.696e-06	239.0
d1sxea_.pdb	97	2.073e-18	762.0
d1tjya_.pdb	316	2.107e-67	2715.0
d1z9ha1.pdb	161	1.042e-24	1233.0
d3mita_.pdb	138	3.767e-26	1267.0
d1n7va_.pdb	533	0.0	5156.0
d1kyfa2.pdb	114	4.352e-22	904.0
d1wlta1.pdb	176	5.304e-37	1623.0
d2zxxc_.pdb	185	4.231e-38	1455.0
d1i7qa_.pdb	517	0.0	4759.0
d2cb0a_.pdb	320	4.857e-64	2715.0
d2c5aa1.pdb	363	1.604e-85	3270.0
d1xbia1.pdb	115	3.655e-26	933.0
d2jg6a_.pdb	186	5.76e-33	1555.0
d1epwa2.pdb	211	8.681e-39	1845.0
d1y88a2.pdb	125	7.858e-29	1067.0
d2v2ff_.pdb	366	5.753e-85	3332.0
d1sr2a_.pdb	116	4.651e-17	771.0
d1wdda2.pdb	140	1.628e-32	1243.0
d2i6ca1.pdb	160	7.621e-35	1395.0
d1hc1a1.pdb	131	4.122e-25	1038.0
d1o0sa2.pdb	294	1.067e-59	2443.0
d3repa_.pdb	268	2.158e-57	2293.0
d1uwfa1.pdb	158	1.543e-34	1553.0
d2nuga2.pdb	68	2.519e-13	536.0
d3en8a1.pdb	127	5.933e-27	1057.0
d1ntya2.pdb	121	6.576e-24	1044.0
d2b5ea3.pdb	125	8.954e-28	1004.0
d3bnya_.pdb	294	2.891e-42	2260.0
d1vq8q1.pdb	95	6.959e-20	821.0
d1t1ja_.pdb	119	8.975e-26	921.0
d2f06a2.pdb	70	1.596e-15	559.0
d2uz9a1.pdb	131	7.348e-28	1144.0
d4affa_.pdb	110	1.273e-22	904.0
d1t6ca1.pdb	126	2.909e-28	1056.0
d2fd6u1.pdb	77	2.21e-14	671.0
d2v76a_.pdb	99	3.207e-20	891.0
d1k4na_.pdb	183	4.044e-41	1629.0
d1xfka_.pdb	324	5.865e-75	2879.0
d2b0ta_.pdb	735	0.0	6645.0
d1jqea_.pdb	280	9.104e-65	2432.0
d1g7sa4.pdb	223	4.395e-51	1879.0
d2h92a_.pdb	216	1.395e-43	1784.0
d1t3qc2.pdb	176	7.498e-41	1518.0
d2coaa1.pdb	112	5.993e-23	979.0
d3a77a_.pdb	232	2.842e-52	2133.0
d1ppji_.pdb	43	7.776e-08	301.0
d1s98a_.pdb	97	5.892e-21	803.0
d1wy7a1.pdb	196	1.735e-46	1735.0
d1jlya1.pdb	153	1.57e-33	1403.0
d1iwga3.pdb	107	7.971e-26	925.0
d1p6qa_.pdb	129	5.718e-28	1047.0
d2epra1.pdb	35	1.693e-06	256.0
d2ewsa1.pdb	260	1.716e-57	2282.0
d1qmga2.pdb	226	5.501e-53	2036.0
d1fcha_.pdb	302	1.941e-39	2240.0
d2cg5b_.pdb	71	6.42e-13	517.0
d2drpa2.pdb	26	6.512e-05	183.0
d2ez9a3.pdb	228	1.313e-51	1926.0
d1oaia_.pdb	59	4.482e-10	408.0
d1oy5a_.pdb	218	5.657e-50	1820.0
d2pgca1.pdb	206	1.343e-45	1793.0
d1p5dx1.pdb	146	3.246e-35	1304.0
d2h5ca_.pdb	198	2.267e-38	1793.0
d1dmza_.pdb	158	2.871e-34	1504.0
d1q6oa_.pdb	213	1.142e-44	1836.0
d1k1va_.pdb	41	1.148e-06	242.0
d1k1xa1.pdb	74	3.142e-12	528.0
d1n5ua3.pdb	196	2.299e-28	1463.0
d1z3sa_.pdb	216	2.345e-49	2054.0
d2gysa3.pdb	94	1.477e-18	834.0
d1ddza2.pdb	239	7.901e-50	1926.0
d2cq1a1.pdb	88	2.16e-18	705.0
d2ooca1.pdb	104	9.87e-17	709.0
d3erwa_.pdb	134	6.217e-30	1106.0
d1kqfa2.pdb	817	0.0	7620.0
d1zs4a1.pdb	78	1.359e-12	512.0
d2bh4x_.pdb	121	4.066e-27	982.0
d2h1va_.pdb	309	1.666e-67	2592.0
d2uw1a_.pdb	327	2.972e-48	2548.0
d1jvga_.pdb	485	0.0	4364.0
d1tdza2.pdb	130	1.731e-26	1144.0
d2ce7a1.pdb	162	1.045e-26	1226.0
d1di2a_.pdb	69	6.176e-14	565.0
d1imhc1.pdb	101	5.826e-21	960.0
d1t6ca2.pdb	180	5.673e-38	1501.0
d3iira_.pdb	190	7.781e-38	1737.0
d1sc3.1.pdb	173	2.328e-38	1417.0
d2qmwa1.pdb	184	4.007e-43	1607.0
d1saua_.pdb	114	5.562e-24	947.0
d1pbya4.pdb	138	5.915e-31	1307.0
d1yksa1.pdb	140	4.096e-30	1148.0
d1b4fa_.pdb	74	8.297e-13	494.0
d1dlwa_.pdb	116	1.532e-17	846.0
d1nz8a_.pdb	119	6.486e-24	990.0
d1y60a_.pdb	168	3.959e-40	1489.0
d2r4ta_.pdb	477	0.0	4312.0
d1i3ja_.pdb	96	1.038e-19	721.0
d1jvwa_.pdb	160	2.934e-36	1414.0
d1x3aa1.pdb	87	1.278e-13	590.0
d2b1xa2.pdb	279	4.807e-63	2529.0
d1ldda_.pdb	74	1.123e-13	520.0
d1nqza_.pdb	171	4.41e-38	1587.0
d2cwpa_.pdb	109	6.039e-20	929.0
d2w3wa_.pdb	164	1.302e-38	1480.0
d1mkea1.pdb	114	1.368e-21	986.0
d1xsza1.pdb	197	6.893e-30	1513.0
d3ss1a_.pdb	537	9.597e-87	4391.0
d1dpja_.pdb	329	2.002e-73	3161.0
d2aqfa1.pdb	89	1.125e-15	642.0
d1wnda_.pdb	474	0.0	4287.0
d1wifa_.pdb	126	5.069e-24	971.0
d2bw4a2.pdb	173	1.841e-39	1602.0
d1dp4a_.pdb	425	4.934e-97	3842.0
d1t3ua_.pdb	92	1.23e-14	528.0
d1tfra1.pdb	123	8.181e-19	863.0
d1vcda_.pdb	126	1.42e-27	1119.0
d2pbdp_.pdb	139	8.754e-29	1188.0
d1ghha_.pdb	81	4.004e-17	607.0
d1n9pa_.pdb	197	8.401e-41	1758.0
d3u7qb_.pdb	522	0.0	4488.0
d1pl8a2.pdb	171	1.23e-36	1402.0
d2r1jl_.pdb	66	2.997e-11	497.0
d2vgna3.pdb	104	9.157e-23	804.0
d1gs0a1.pdb	128	2.181e-20	915.0
d1luaa2.pdb	96	5.465e-21	799.0
d1xhka_.pdb	185	6.62e-43	1617.0
d3l0fa_.pdb	162	1.304e-23	1169.0
d1nvmb1.pdb	157	1.653e-34	1301.0
d2he4a_.pdb	90	4.894e-18	790.0
d1xhja_.pdb	88	1.434e-18	664.0
d2elca1.pdb	52	1.453e-08	358.0
d2f9yb1.pdb	257	4.734e-59	2221.0
d1lpba2.pdb	46	1.277e-09	375.0
d1m6ia3.pdb	111	3.262e-25	946.0
d1v1aa_.pdb	301	1.444e-67	2685.0
d1spxa_.pdb	237	1.25e-50	1999.0
d1f7ua1.pdb	124	9.947e-19	904.0
d1naza_.pdb	154	2.635e-22	1101.0
d1xffa_.pdb	238	1.153e-54	2187.0
d3fhva_.pdb	150	1.735e-33	1293.0
d1jgka_.pdb	66	2.676e-12	579.0
d1mkya3.pdb	81	5.263e-18	645.0
d1snya_.pdb	248	2.404e-53	2081.0
d1guqa1.pdb	176	4.673e-37	1515.0
d1qh5a_.pdb	260	1.138e-59	2364.0
d3le0a_.pdb	142	9.841e-32	1284.0
d1nu9c1.pdb	145	3.263e-23	979.0
d1u84a_.pdb	81	4.583e-13	595.0
d1xkia_.pdb	128	1.116e-24	1144.0
d1pvga1.pdb	139	2.947e-32	1166.0
d2c1ia2.pdb	187	6.803e-39	1553.0
d3n7oa_.pdb	223	1.015e-47	2065.0
d1rypk_.pdb	198	2.81e-42	1729.0
d3pnza_.pdb	329	1.3e-74	2952.0
d3qk8a_.pdb	259	2.403e-55	2238.0
d1v33a_.pdb	346	1.081e-64	2984.0
d1gmua2.pdb	68	2.249e-14	553.0
d1olma3.pdb	199	5.206e-46	1680.0
d2i9ua2.pdb	310	3.526e-67	2642.0
d3kmaa_.pdb	105	4.175e-21	955.0
d1l5ja3.pdb	490	0.0	4490.0
d1smba_.pdb	149	3.136e-36	1267.0
d2e9xd2.pdb	58	4.559e-13	505.0
d2icsa2.pdb	267	2.017e-59	2212.0
d1wj4a_.pdb	124	2.878e-25	983.0
d2iafa1.pdb	140	8.603e-32	1151.0
d1dgna_.pdb	89	5.473e-14	644.0
d1gtea1.pdb	182	5.863e-30	1378.0
d1pkoa_.pdb	124	1.453e-27	1192.0
d2fug33.pdb	77	5.325e-18	663.0
d2i5fa_.pdb	99	3.241e-19	872.0
d1dhsa_.pdb	344	3.656e-68	2876.0
d1m7xa1.pdb	110	3.943e-23	1026.0
d1w1wa_.pdb	274	4.918e-65	2480.0
d1nvta1.pdb	177	4.489e-41	1514.0
d2hq4a1.pdb	149	4.534e-31	1251.0
d3tzla_.pdb	319	4.937e-57	2517.0
d2pv2a1.pdb	103	3.593e-23	844.0
d3rk1a_.pdb	221	1.855e-49	1871.0
d2icwg_.pdb	213	5.368e-29	1450.0
d1efvb_.pdb	252	4.76e-56	2134.0
d2nlia_.pdb	352	4.627e-82	3159.0
d3bexa2.pdb	127	2.526e-28	1057.0
d1jgta1.pdb	290	7.26e-49	2472.0
d3tssa1.pdb	89	6.11e-18	793.0
d1lmma_.pdb	40	9.369e-09	322.0
d1n91a_.pdb	108	4.686e-25	927.0
d1t4ba1.pdb	146	1.925e-33	1237.0
d2w4fa_.pdb	95	1.664e-19	798.0
d1xeda_.pdb	111	3.49e-23	1028.0
d2rdea1.pdb	110	2.614e-21	994.0
d1g4yb_.pdb	81	1.614e-12	495.0
d1jmja_.pdb	397	5.298e-91	3618.0
d1bd3a_.pdb	224	1.676e-51	1953.0
d2rn8a1.pdb	53	8.083e-12	453.0
d3f8ba_.pdb	101	1.001e-17	658.0
d1adua3.pdb	122	3.494e-24	929.0
d1dvka_.pdb	149	7.134e-23	1139.0
d1nlsa_.pdb	237	1.576e-50	2260.0
d2glza1.pdb	149	6.511e-32	1242.0
d1dlja1.pdb	98	3.892e-15	656.0
d1i52a_.pdb	225	8.753e-53	1948.0
d2frea1.pdb	200	1.852e-47	1714.0
d1h65a_.pdb	257	1.059e-54	2178.0
d1bu8a1.pdb	108	6.316e-22	1029.0
d1miwa1.pdb	265	1.222e-38	2037.0
d2db7a1.pdb	55	7.016e-09	341.0
d2fpna1.pdb	205	4.123e-40	1754.0
d1o6aa_.pdb	87	2.906e-15	635.0
d2jdid2.pdb	72	5.061e-13	609.0
d1awcb_.pdb	153	3.948e-25	1203.0
d1p80a2.pdb	571	0.0	5091.0
d1jqia2.pdb	231	7.691e-52	2041.0
d2hv2a1.pdb	107	1.072e-24	919.0
d3cx5f1.pdb	74	8.06e-12	479.0
d3d7ca_.pdb	111	2.677e-18	784.0
d1dcza_.pdb	77	2.596e-16	617.0
d1h75a_.pdb	76	1.326e-16	592.0
d1k4ta2.pdb	263	1.24e-46	2163.0
d1fftb2.pdb	91	6.422e-14	552.0
d1gjwa2.pdb	572	0.0	5106.0
d1igra1.pdb	149	1.543e-30	1359.0
d1n11a_.pdb	404	2.629e-64	3319.0
d2vpaa_.pdb	204	1.807e-40	1754.0
d1n4na_.pdb	47	4.692e-10	392.0
d1prta_.pdb	224	8.257e-52	1986.0
d2h1ta1.pdb	186	1.567e-38	1694.0
d1jiha1.pdb	120	5.21e-28	1019.0
d1vlra1.pdb	188	1.531e-40	1594.0
d1gska1.pdb	174	5.174e-41	1658.0
d1ueba1.pdb	63	2.656e-11	532.0
d1ze3h1.pdb	121	8.778e-23	1059.0
d2qx3a_.pdb	330	1.249e-60	3019.0
d1i5za1.pdb	69	9.21e-15	553.0
d1kmta_.pdb	138	1.111e-28	1245.0
d1x4ga1.pdb	96	1.421e-20	814.0
d2fm8a1.pdb	134	3.66e-28	1102.0
d1cg2a1.pdb	276	2.917e-62	2441.0
d3doua_.pdb	175	3.685e-39	1465.0
d1x9ma1.pdb	204	1.608e-43	1684.0
d1a9xb2.pdb	228	6.127e-55	2096.0
d1wtea_.pdb	272	5.35e-52	2204.0
d1h3da2.pdb	68	1.428e-13	524.0
d1lvaa4.pdb	60	3.59e-12	456.0
d1nlta1.pdb	74	2.689e-17	648.0
d1suua_.pdb	293	3.662e-61	2695.0
d2pbla1.pdb	261	2.426e-61	2301.0
d1ysra_.pdb	137	5.863e-32	1207.0
d2voua2.pdb	128	6.005e-29	1182.0
d1qbja_.pdb	65	7.092e-12	444.0
d1tkea1.pdb	62	6.971e-14	549.0
d1vpda1.pdb	133	5.434e-21	930.0
d2gn0a_.pdb	327	2.298e-73	2882.0
d2fb1a1.pdb	76	1.936e-14	549.0
d2g81i1.pdb	56	2.11e-11	484.0
d2iboa1.pdb	90	1.252e-18	672.0
d1d7qa_.pdb	143	3.317e-28	1058.0
d1nnwa_.pdb	251	1.624e-57	2178.0
d1a0ca_.pdb	437	1.92e-85	3659.0
d1pm4a_.pdb	117	6.627e-24	1079.0
d2a29a1.pdb	136	1.23e-32	1165.0
d2p61a1.pdb	113	1.785e-15	655.0
d1atza_.pdb	184	1.187e-39	1602.0
d1yfsa2.pdb	236	3.492e-56	2106.0
d1f5xa_.pdb	208	6.569e-30	1527.0
d1v1oa2.pdb	105	1.587e-21	911.0
d2bm5a_.pdb	183	1.307e-37	1750.0
d2gfna1.pdb	77	3.527e-12	524.0
d2qiya_.pdb	134	2.079e-27	1149.0
d1s6ya1.pdb	169	3.958e-37	1375.0
d3cmna1.pdb	294	2.176e-44	2359.0
d1v59a3.pdb	123	1.407e-25	991.0
d2ge3a1.pdb	164	4.496e-37	1427.0
d1kloa1.pdb	55	9.307e-13	491.0
d1l5ja1.pdb	160	4.335e-26	1211.0
d1rewa_.pdb	103	1.884e-21	943.0
d1z84a1.pdb	154	1.247e-33	1302.0
d2p8ta1.pdb	67	1.064e-11	439.0
d2qtva2.pdb	159	3.166e-33	1426.0
d1gvnb_.pdb	272	6.254e-52	2217.0
d1g1ta2.pdb	39	1.538e-08	315.0
d1gdna_.pdb	224	7.233e-49	2043.0
d1w96a1.pdb	112	3.544e-24	937.0
d2hi7b1.pdb	134	3.201e-20	972.0
d2yzqa1.pdb	124	9.914e-30	1046.0
d5eaua2.pdb	323	3.47e-43	2423.0
d1xoub_.pdb	84	1.561e-11	379.0
d1xova1.pdb	134	2.826e-26	1224.0
d3b84a_.pdb	113	9.904e-25	877.0
d3zqua_.pdb	207	1.614e-44	1749.0
d2imra1.pdb	74	9.946e-17	657.0
d2nn6a1.pdb	184	1.939e-43	1620.0
d1kcfa2.pdb	204	2.395e-43	1713.0
d2o36a_.pdb	654	4.893e-103	5541.0
d1f0ka_.pdb	351	6.498e-73	2965.0
d1krha3.pdb	104	5.729e-24	947.0
d1onwa2.pdb	271	4.33e-60	2321.0
d1isia_.pdb	250	7.064e-58	2188.0
d1vlra2.pdb	101	4.979e-18	801.0
d2cbia3.pdb	138	2.966e-32	1188.0
d3nxaa_.pdb	100	1.148e-17	672.0
d1af7a2.pdb	193	7.913e-45	1715.0
d1yrba_.pdb	259	3.433e-56	2142.0
d1u5sb2.pdb	35	6.475e-08	281.0
d1v7za_.pdb	257	5.872e-58	2148.0
d1h3fa1.pdb	322	7.185e-61	2679.0
d3nxba_.pdb	101	1.661e-18	781.0
d1jb7a1.pdb	169	1.037e-35	1502.0
d3buxb1.pdb	86	1.736e-16	671.0
d3usya_.pdb	227	6.108e-34	1629.0
d1th8a_.pdb	132	7.916e-29	1159.0
d2fkba1.pdb	161	3.275e-33	1402.0
d1g9ga_.pdb	629	0.0	5801.0
d1hq8a_.pdb	123	4.022e-28	1149.0
d1sddb2.pdb	124	1.307e-28	1225.0
d2a61a1.pdb	139	4.772e-25	963.0
d2xsta_.pdb	149	2.056e-31	1378.0
d1ogda_.pdb	131	3.698e-29	1080.0
d1crua_.pdb	448	8.421e-101	4250.0
d2ghsa1.pdb	295	1.038e-63	2828.0
d1kxua2.pdb	125	8.397e-20	825.0
d1sopa_.pdb	24	0.0004062	165.0
d1soua_.pdb	194	2.017e-44	1647.0
d2je8a1.pdb	111	3.034e-21	992.0
d1a12a_.pdb	401	5.778e-91	3886.0
d2b59b2.pdb	96	1.393e-22	917.0
d3bwuc2.pdb	84	1.178e-15	737.0
d1gmxa_.pdb	108	1.053e-24	904.0
d1pbya5.pdb	108	1.238e-20	960.0
d2ayna1.pdb	337	3.452e-77	3051.0
d1ohua_.pdb	165	6.955e-24	1200.0
d1xfea2.pdb	44	1.198e-09	333.0
d1xrsb2.pdb	52	1.376e-08	406.0
d2byla1.pdb	404	4.125e-89	3597.0
d2r31a_.pdb	236	2.947e-41	1905.0
d1qmva_.pdb	197	3.472e-45	1702.0
d2o6xa_.pdb	306	2.452e-71	2699.0
d1n62a2.pdb	79	1.823e-18	681.0
d1tvca2.pdb	141	3.906e-34	1256.0
d2prva1.pdb	152	1.778e-30	1207.0
d1bgxt1.pdb	116	2.32e-19	831.0
d1fp5a2.pdb	105	1.681e-20	912.0
d1ojta2.pdb	125	1.132e-26	1056.0
d1whxa_.pdb	111	5.324e-23	868.0
d2g3ra2.pdb	66	7.397e-12	523.0
d3bdwa_.pdb	123	1.782e-26	1083.0
d1c1da1.pdb	201	3.546e-41	1650.0
d1ydga_.pdb	201	2.234e-42	1696.0
d2apob_.pdb	55	2.755e-10	390.0
d2blla1.pdb	330	1.95e-78	2975.0
d1ug2a_.pdb	95	6.692e-15	613.0
d1vbka2.pdb	175	1.483e-40	1537.0
d1fcdc2.pdb	94	8.459e-18	725.0
d1hnfa1.pdb	101	6.512e-20	882.0
d1q6za3.pdb	183	4.053e-40	1471.0
d1bx4a_.pdb	342	9.676e-76	3013.0
d1e4ua_.pdb	78	1.479e-21	626.0
d1e88a3.pdb	41	2.358e-08	346.0
d1dqaa4.pdb	292	1.079e-58	2521.0
d1wr8a_.pdb	230	8.394e-55	2034.0
d1njka_.pdb	133	3.072e-26	1124.0
d1w77a1.pdb	212	1.005e-48	1824.0
d1bhga3.pdb	304	2.527e-71	2719.0
d7ahla_.pdb	293	7.857e-57	2736.0
d1x9ma2.pdb	471	2.611e-89	4049.0
d2grea2.pdb	219	9.89e-50	1874.0
d1nxca_.pdb	467	5.048e-89	4080.0
d1jc4a_.pdb	145	1.74e-32	1302.0
d1x6aa2.pdb	34	1.904e-06	251.0
d1xr4a2.pdb	269	1.29e-62	2351.0
d1hyua4.pdb	96	7.254e-22	786.0
d1pn2a2.pdb	124	3.086e-27	1066.0
d2ekpa_.pdb	238	6.675e-53	2031.0
d1rl2a2.pdb	66	3.013e-12	528.0
d1vq8i1.pdb	70	1.767e-15	548.0
d1xrxa1.pdb	35	5.705e-05	197.0
